"Province","year","gdp","gdp_agriculture_forest_fish","gdp_mining_quarry","gdp_manufacturing","gdp_electricity_gas_water","gdp_construction","gdp_trade_cater_accom","gdp_transport_store_comms","gdp_fin_realestate_biz","gdp_personal_services","gdp_govt_services","gdp_tax","electricity","pop_Male_0-4","pop_Male_5-9","pop_Male_10-14","pop_Male_15-19","pop_Male_20-24","pop_Male_25-29","pop_Male_30-34","pop_Male_35-39","pop_Male_40-44","pop_Male_45-49","pop_Male_50-54","pop_Male_55-59","pop_Male_60-64","pop_Male_65-69","pop_Male_70-74","pop_Male_75-79","pop_Male_80+","pop_Female_0-4","pop_Female_5-9","pop_Female_10-14","pop_Female_15-19","pop_Female_20-24","pop_Female_25-29","pop_Female_30-34","pop_Female_35-39","pop_Female_40-44","pop_Female_45-49","pop_Female_50-54","pop_Female_55-59","pop_Female_60-64","pop_Female_65-69","pop_Female_70-74","pop_Female_75-79","pop_Female_80+"
"KZN",2010,433846,17714,7962,75045,10544,18251,60988,48277,70713,24558,60439,39356,44729,596919,517948,531763,579109,564260,457191,336772,287335,213983,188598,156608,133823,105365,71345,49506,26858,21971,583266,509411,527490,574091,557614,465312,369233,333234,289025,272391,232020,195326,163630,116382,88494,60967,64803
"KZN",2011,449826,19470,7892,77251,10660,18349,63989,49874,73766,25273,62908,40393,44804,604520,527865,520563,574110,566984,476199,349639,292674,218577,189080,157580,133912,107941,72910,50083,27728,22494,590575,518365,516366,569634,558531,479381,378301,338514,288816,274226,235925,198251,168131,121227,89397,61930,66580
"KZN",2012,461604,19920,8058,78888,10657,18856,66356,51215,75289,25874,65120,41370,42695,609798,543631,511152,559585,565949,496399,368069,297213,227932,189754,159492,134251,110306,75195,50522,29427,22755,594888,533356,506334,555892,557208,494915,392829,343941,292161,274274,241493,201511,171380,126854,89822,63757,66554
"KZN",2013,473222,20917,8404,79868,10635,19851,67378,52729,77189,26594,67325,42332,43531,612633,561877,506226,542883,563179,512279,390791,300741,239049,189484,162051,134873,111624,78197,50810,31082,23042,596822,551248,500563,539610,554922,508625,409807,345233,299172,273165,246428,206374,173446,133300,91005,65788,66761
"KZN",2014,484795,22642,9084,80245,10473,20606,68281,54413,79127,27196,69971,42758,42321,613353,576696,506938,529901,558028,525635,414043,305019,250044,189787,164354,135532,112356,81240,51308,32448,23304,596124,565769,500397,526713,550560,519144,428275,347046,307238,271980,250634,210715,175666,139248,93245,67280,66950
"KZN",2015,489326,21042,8687,80017,10239,21072,70069,55314,81216,27466,70586,43617,40430,611496,589890,512916,519058,552323,534717,434944,313265,260297,191842,166173,136468,112868,83883,52265,33209,23703,593748,577949,505606,515666,545598,525357,446224,351782,314686,271358,254311,214974,178091,144426,96658,68089,67264
"KZN",2016,491995,18787,8628,80734,9991,21286,71427,56085,82431,28000,71382,43243,39952,610881,598484,523193,510657,546618,535516,455164,327991,267360,197343,167330,137784,113274,86060,53783,33233,24242,592502,585546,515288,506906,540271,524395,463376,362199,321459,272523,256922,219138,181138,148589,101237,68178,67727
"KZN",2017,500887,24660,8854,80452,10052,21153,71048,56914,84172,28334,71580,43669,41303,613926,603110,539086,498823,534216,538859,474954,346383,272768,206111,168116,139308,113462,87960,55981,33298,25038,595768,588675,530120,495014,528929,528115,478176,377040,326556,275781,257307,224522,184268,151691,106916,67761,68276
"KZN",2018,504487,23628,8651,81267,10157,20640,71403,57890,85673,28613,72436,44129,41307,619078,606009,557916,492118,518423,539135,490844,368889,277311,216509,168082,141379,113756,88918,58473,33705,25887,600844,590131,548347,487772,513780,529487,491400,394661,328414,282548,256464,229146,188585,153393,112905,68756,68955
"KZN",2019,504905,22400,8491,80316,9961,19922,71603,57802,87682,28925,73924,43880,40713,624531,607157,573074,492961,505198,534838,505101,392259,282544,226914,168558,143386,114078,89431,60742,34596,26755,606570,589752,563089,487612,500833,526234,503472,413146,330508,290118,255374,233152,192451,155433,118042,71508,69666
NA,2002,146307,3337,54589,7938,3003,2995,15101,7038,13401,10049,15634,13221,17548,156252,159843,171560,160121,137860,126140,118809,111294,101337,81182,60444,47486,36051,26371,18280,11344,7824,152356,154878,168416,155368,129986,122298,114292,106363,92677,79317,61561,51532,37787,31548,23966,20067,18441
NA,2003,153183,3350,59348,7643,3193,2877,15233,7621,14059,10591,15710,13559,19747,158329,157102,169849,163646,143353,128561,121292,110802,102378,83975,62716,48066,36908,26645,18462,11234,8055,155242,152146,166291,159556,133928,121993,115855,106881,94113,80934,63704,52282,39437,31629,24811,18886,19716
NA,2004,158192,3411,60419,8080,3353,3032,16059,7826,15181,10750,15858,14223,19813,162163,155530,167511,167331,148065,131709,123756,110612,102717,86539,65073,48661,37926,27042,18505,11265,8256,159859,150805,163498,163564,138244,121515,117568,107432,95295,81925,66352,52599,41523,31665,25611,18149,20895
NA,2005,165340,3808,60716,8683,3632,3373,17205,8057,17220,11145,16539,14962,19343,167499,154426,165446,170150,151672,135670,126663,110863,102751,88678,67417,49609,38853,27480,18578,11374,8507,165932,150125,161071,166372,142669,121701,119225,107974,96571,82857,68806,53218,43473,31921,26164,18027,21985
NA,2006,172160,3279,62125,9206,3681,3652,18104,8526,18799,11780,17083,15926,19545,173939,153826,163910,170127,155581,140776,129106,112391,102746,90355,69662,51120,39655,27906,18689,11564,8837,173046,150046,159350,166409,147422,123472,120712,108654,97812,83871,70807,54403,45062,32451,26446,18570,23057
NA,2007,177597,3350,60972,9752,3798,4222,19062,9007,19991,12485,18014,16944,21774,182110,154440,161170,169821,161633,146174,131114,114862,102642,91659,71901,53005,40180,28425,18778,11951,8887,181673,151090,156397,165743,152009,127817,121491,109455,98508,85393,72334,55997,46256,33242,26309,19607,23300
NA,2008,179747,4084,58228,9971,3759,4667,19327,9491,20918,12964,18978,17360,21320,189990,156634,158097,168481,166686,152439,134175,117799,102509,92802,74450,54939,40673,29168,18850,12249,8925,189613,153887,153316,164101,156555,132838,121596,111492,99339,86825,73936,57981,46937,34684,26083,20482,23501
NA,2009,174552,3962,55088,9286,3776,4810,18271,9275,21144,12835,19447,16658,19622,195280,160861,156336,166193,170995,158827,138266,120996,102958,93588,77058,57023,41223,29972,19095,12288,8943,194624,158855,151713,161434,160877,137945,122412,113986,100439,88311,75152,60506,47291,36446,26053,20973,23631
NA,2010,180221,4086,58616,9809,3887,4632,18784,9311,21314,12875,19860,17048,21814,199018,166624,155500,163991,173616,164637,142993,124547,103993,94179,79414,59282,42233,30806,19588,12247,8986,197651,165360,151121,158856,164022,142423,124061,116502,101712,90039,76383,62959,48029,38143,26465,21080,23818
NA,2011,184328,4147,59004,9962,4010,4641,19300,9651,21976,13173,20746,17717,21441,201117,173024,155583,162196,172852,170788,149487,127951,106422,94969,81535,61581,43718,31534,20108,12011,9020,199048,172372,151664,156890,164278,147074,127309,119065,103266,91842,77762,65047,49290,39577,27194,20694,24022
NA,2012,180888,4126,52670,10083,3845,4746,19893,9839,22946,13418,21750,17571,20423,202047,180884,155906,159822,173655,176314,155666,130758,109583,95612,83215,63869,45496,32132,20866,11731,9095,198882,180486,152469,154425,164005,152612,131438,121076,105252,93201,79752,66790,50970,40745,28373,19996,24619
NA,2013,186194,4283,54979,10115,3768,4952,20494,10044,23463,13733,22655,17707,21297,202290,188805,157808,156772,173298,181206,162800,134287,112991,96099,84663,66433,47295,32725,21755,11681,9180,198418,188422,155025,151560,162683,158228,136324,121889,108094,94583,81590,68623,53029,41527,30051,19680,25300
NA,2014,179371,4525,46975,10205,3720,5041,20664,10072,23691,13878,23442,17160,20098,202085,194681,161961,154893,171220,186209,169961,138524,116367,96871,85712,68974,49181,33406,22538,11956,9256,197727,193943,159987,149840,160386,163070,141909,123016,111040,96126,83345,70019,55514,42079,31698,19867,25974
NA,2015,187329,3760,55238,9987,3642,5094,20976,10514,23530,13923,23591,17076,21715,201294,199319,167872,153747,168310,190254,176644,143855,120207,98085,86639,71318,51152,34350,23101,12512,9386,197066,197779,166616,148880,158136,166195,147826,125078,113812,97687,85229,71386,57856,42922,32991,20670,26696
NA,2016,180548,3149,48643,10088,3578,5141,21133,10583,23939,14088,23529,16677,21053,201055,202248,174664,153513,165348,190974,183861,150927,123730,100415,87539,73365,53176,35618,23532,13296,9570,197079,199998,173816,149057,156288,166295,154030,128931,116610,99468,87144,72880,59874,44179,33970,22073,27480
NA,2017,184177,3954,50808,10071,3589,5085,21175,10634,24318,14203,23546,16794,21509,201124,203943,181836,154002,163998,190975,189942,157697,126768,103512,88121,74940,55103,36975,23795,13982,9570,197456,200946,180900,150176,154095,167355,159251,133524,118749,101434,88577,74876,61522,45831,34743,23710,28040
NA,2018,185264,3731,51183,10126,3610,5042,21200,10730,24605,14313,23774,16950,22119,201485,204864,189322,155792,161720,190153,195368,165305,130432,106814,88538,76251,57297,38293,24129,14460,9590,198034,201229,188187,152894,151220,167203,164693,138927,119905,104241,89983,76632,63207,47694,35269,24959,28652
NA,2019,184341,3367,50647,10046,3533,4894,20950,10567,24984,14408,24099,16847,20658,201889,204883,195368,159675,159700,188426,200937,172898,134756,110037,89246,77189,59534,39663,24612,14722,9617,198721,200706,193895,157553,149445,165434,170184,144740,121177,107093,91479,78282,64541,49854,35850,25777,29277
"GAU",2002,689952,3743,32826,122610,16834,13899,79526,58844,144981,35084,117258,64347,57400,418262,385568,396144,422589,510967,568963,504460,422331,353619,283174,216190,153659,107255,69494,43996,26741,18014,411467,382701,396861,421953,477593,496202,452475,410895,358769,298026,229368,171545,112679,82876,60237,47024,40256
"GAU",2003,709893,3638,30829,121015,17522,15933,82518,62596,150610,37168,121923,66140,58585,426900,386400,395997,447027,523003,570164,525097,427248,362429,292218,225086,160927,111588,72809,44908,26999,18608,418777,382662,398176,444909,496740,502472,459406,413719,364358,306951,237860,179326,119562,84727,61851,45336,42525
"GAU",2004,745036,3631,30634,126941,18771,17676,87334,66839,160376,37894,124661,70280,60762,438356,391348,392697,461484,545305,574107,543911,432781,369573,300822,233477,168532,116438,76572,45803,27402,19132,428708,386562,395085,460316,520059,516738,465475,416828,368502,313907,247541,186015,127920,86813,63560,44299,44585
"GAU",2005,785742,4088,33429,135696,19817,19888,93884,69711,165169,39744,130247,74069,60707,452577,398541,389823,462850,573114,584388,561389,440310,375730,308906,241492,176545,121676,80290,47242,27793,19771,441298,392538,390985,465393,545795,539379,472717,419791,373047,320121,256916,193030,136498,89591,65106,44200,46459
"GAU",2006,832842,3540,30551,144758,20527,22227,99824,73526,183758,41630,134150,78350,64115,469588,407228,388245,449976,601489,606805,573901,453657,381290,316596,249132,185157,127473,83696,49222,28218,20594,456512,399705,387635,457682,570498,570381,485452,422653,377654,325656,265609,200712,144855,93126,66475,45105,48299
"GAU",2007,883617,3623,30162,152317,21381,25837,106121,79241,198097,44057,140672,82110,66014,489271,415878,393445,467537,610958,622274,580645,473146,386818,324071,256525,193977,133464,87205,51380,29052,20984,475569,407499,393425,473329,586281,587062,501204,426441,380710,332571,273490,208905,153162,97669,67481,47294,48960
"GAU",2008,918747,4078,27798,156211,20949,28438,109167,82185,211218,45864,149162,83677,64686,516046,424111,395085,478639,622533,646229,587500,494472,391823,332178,264813,201963,140114,91159,53824,29844,21348,502030,414603,395777,482323,606249,609507,516814,434165,384693,338357,282495,217254,160713,104053,68617,49192,49532
"GAU",2009,905976,4020,26202,135812,20400,31432,108449,82238,214561,45708,155033,82121,62730,543067,434379,400244,475725,642703,674405,596348,515356,399070,339801,273494,209797,147045,95512,56738,30404,21661,529160,423689,400364,479897,629795,639308,534525,444547,389927,343848,290379,227004,167439,111649,70460,50387,49954
"GAU",2010,937178,3887,27865,143967,21181,32074,114802,83848,218227,45940,159432,85955,64248,571542,448372,406400,462204,667151,702700,608889,534471,409099,346946,282063,217923,154777,100645,60221,31333,22034,557469,436538,404372,469597,652567,673729,553317,457855,395654,350222,297851,236864,174797,119697,73565,50989,50497
"GAU",2011,971893,4022,26371,149230,21450,32185,120120,87150,228207,47145,167187,88825,65434,597805,468361,410388,445536,680236,736547,633072,549027,425151,354700,290906,226029,162998,106201,63629,32464,22387,583992,455530,405890,456748,663241,713742,579902,474643,402091,357096,304971,246262,182803,127724,77580,50826,51076
"GAU",2012,998095,4012,24889,153027,21315,32975,124889,89592,235617,48053,172738,90987,62818,611353,495759,419716,461066,672489,754897,656076,558958,444991,361516,298756,233593,171468,111808,67048,34033,22780,597141,482516,415231,469242,663098,728242,609731,491304,409323,361867,313089,254575,191192,135493,82332,50698,51656
"GAU",2013,1025717,4134,25537,154732,21219,34463,128339,92956,242912,49463,179021,92940,61698,620516,525236,426113,474245,665763,774192,684572,567666,466162,367681,306736,241753,179204,118105,70918,35928,23199,605822,511905,421849,479138,662902,749289,639764,505693,419378,367074,319821,263925,199754,142949,88632,51370,52413
"GAU",2014,1050091,4376,25449,154184,20981,36001,130756,97121,250894,50699,185280,94350,62017,626105,551746,435974,480588,662883,797963,713991,576873,486201,375161,313897,249828,186571,124730,75079,38278,23593,610277,538666,430741,484712,661783,778163,668262,523104,430452,373024,325706,271862,209206,149827,95520,53038,53157
"GAU",2015,1062174,4375,24780,153349,20617,36683,134053,97998,255667,51209,186437,97004,59969,628234,576708,451252,475335,667439,821838,742199,590844,505365,384891,320857,257770,193739,131623,79445,40975,24124,612116,563352,443928,481361,663535,810301,695965,544186,443029,378775,331991,279192,218304,157037,102317,56001,53999
"GAU",2016,1074906,4054,24950,154769,20146,37191,137014,98987,261208,52271,187289,97027,60778,631513,596785,470695,463010,675207,837097,775090,614008,519327,399515,327785,265536,200700,138802,84164,43954,24798,615016,583071,461229,471572,667185,834655,729229,570971,458692,384978,338546,286088,226908,164658,109057,60336,54964
"GAU",2017,1086228,4599,25518,154474,20339,37041,136579,100654,267457,53066,188156,98345,60988,633409,611101,503494,482075,666177,834633,801787,639886,529925,418534,334521,273006,207734,146286,89043,46919,26314,617273,596968,494909,487273,663651,829745,760944,599573,475211,392089,343589,294201,235165,172878,115978,65383,56733
"GAU",2018,1098566,4439,22522,156319,20574,36679,137676,102522,273099,53807,191099,99831,60839,639136,620455,534449,500406,661096,832304,826281,669685,539542,438873,340640,280373,215194,153038,94632,49544,27884,623175,605488,527570,502217,663339,825659,793012,628862,490625,402083,348873,300634,244052,180822,122819,69903,58606
"GAU",2019,1104684,4346,20487,155201,20065,35433,137996,102451,280202,54472,194547,99486,59265,646704,625578,560699,513427,666410,830800,851972,699448,549909,458148,348006,287064,222590,159521,100605,52244,29477,631382,609549,554552,514346,669194,826453,822418,658453,507925,412888,354634,306248,251579,189530,129565,74290,60507
"MPU",2002,164088,5660,45587,19874,8512,3156,21343,7724,14798,5826,16922,14688,30470,201203,209986,225067,208994,157842,131246,112430,100539,84057,71842,55733,39820,31632,21179,16351,10690,8578,200017,209815,223617,205469,162707,146208,131856,121562,98127,84433,65707,47576,38641,31080,26836,18649,18028
"MPU",2003,168515,5587,47032,19711,8877,3301,21036,8518,15461,6135,17860,14997,30376,200768,206077,222877,213857,169359,134705,116919,100719,86476,72538,58019,41262,31713,22241,15629,11535,8810,199256,206242,221773,210643,169967,146435,134264,122489,101672,85328,68435,49804,38647,31952,26149,20229,18831
"MPU",2004,175148,5661,48274,20657,9367,3492,22072,8875,16810,6231,18118,15593,31793,201476,203826,219636,218578,179874,139344,121329,101061,88744,73019,60116,42911,31817,23424,15020,12035,9009,199448,204252,218995,215703,177309,146819,136886,122995,105335,85611,71361,52071,38901,32879,25636,21293,19542
"MPU",2005,182850,5408,49842,22026,9586,3880,23197,9302,18138,6381,18670,16420,31104,203313,202039,216543,222389,188164,145924,125866,102065,90568,73725,61837,44722,32163,24306,14882,12035,9263,200660,202623,216489,219696,184118,148491,139404,123411,108844,86358,73851,54459,39614,33516,25529,21717,20171
"MPU",2006,190417,4803,49940,23517,10027,4273,24684,9804,19936,6786,19319,17328,32258,206187,200285,214207,222777,195849,154883,129741,104628,91868,74925,63083,46712,32910,24757,15196,11499,9603,202823,200913,214781,220513,190895,152415,141760,124158,111641,87965,75715,56892,40930,33755,25811,21420,20789
"MPU",2007,198088,4879,49936,24870,10352,4988,26007,10456,21188,7142,20132,18138,33470,211708,198708,210704,221163,204612,163855,133338,108139,92613,76432,63950,48897,33936,25088,15899,11015,10133,207649,199095,211451,219105,197190,158605,143266,125344,113064,90836,76974,59447,42718,33809,26486,20653,22046
"MPU",2008,200580,5921,47430,25693,10100,5541,26490,10872,21487,7378,21122,18546,32815,218767,198021,206966,218524,211198,174546,137634,112386,92971,78561,64646,50959,35247,25307,16742,10580,10651,214306,198002,207909,216915,202825,165839,143873,128051,114068,94279,78066,62074,44748,33874,27397,20060,23265
"MPU",2009,197775,5988,45304,23833,10214,6046,26642,10903,21850,7171,21598,18226,30494,224445,198829,204666,215277,216100,185667,142828,117071,93691,80784,65305,52925,36718,25575,17563,10256,11143,219874,198178,205878,214151,207521,173400,145243,131285,115075,98015,78797,64991,46847,34205,28163,19817,24412
"MPU",2010,202902,5908,46971,25295,10261,6139,27271,11036,21995,7155,21931,18939,32470,229588,201223,202725,212770,218655,195737,149080,122063,95089,82716,66196,54697,38450,26158,18271,10301,11665,224911,199821,204073,212089,210495,180117,147662,134449,116310,101687,80005,67628,49178,35029,28673,20105,25615
"MPU",2011,207405,5797,47130,25719,10454,6152,27947,11350,22864,7241,22882,19869,33017,233340,205116,200775,211079,217294,205390,158016,126707,98113,84407,67621,56094,40343,27000,18687,10679,12177,228762,203100,202159,210905,210205,186637,152240,137549,118035,104820,82021,69739,51602,36341,28825,20860,26836
"MPU",2012,211751,5791,47914,26102,10489,6266,28864,11600,23579,7403,23482,20263,33260,235259,211542,198478,207270,217894,212788,167904,130632,102201,85642,69325,57064,42334,27943,18968,11174,12305,230625,209050,199433,207365,210354,192971,158257,140289,120248,106944,85210,71298,54155,38040,28722,21608,27436
"MPU",2013,216009,6164,49404,26398,10470,6517,29321,11857,23754,7590,24163,20370,32562,235810,218943,197353,203031,217166,218580,179335,135031,106792,86466,71491,57868,44231,29125,19275,11713,12447,231158,216287,197759,203537,209379,199026,165222,141527,123603,108549,88846,72710,56834,40030,28843,22429,28128
"MPU",2014,222299,6539,51867,27363,10396,6685,29605,12246,24322,7626,24963,20685,34431,235169,224926,198147,200613,214286,224172,190545,140264,111455,87469,73648,58581,45999,30432,19658,12249,12576,230289,222283,197958,201443,206904,204244,172815,143041,127235,109975,92641,73671,59724,42040,29299,23045,28813
"MPU",2015,221868,6554,50298,27207,10170,6749,30013,12430,25079,7663,25157,20548,33211,233246,230112,201020,198847,210402,228728,200391,147178,116471,89058,75588,59533,47503,31850,20165,12690,12778,228463,227326,200312,199814,204124,207804,180375,145668,130711,111374,96309,75001,62265,44165,30154,23378,29552
"MPU",2016,222091,6067,50242,27341,10006,6813,30376,12533,25571,7778,25261,20101,32506,231648,233254,205707,197371,206691,229542,210001,156547,121040,91976,77170,60879,48666,33392,20852,12987,13056,226912,230373,204659,198378,201808,208001,187919,150495,134130,113203,99436,77054,64315,46406,31434,23388,30359
"MPU",2017,226288,7261,52451,27324,10031,6772,30444,12666,25918,7864,25308,20248,32706,231918,234712,212075,194570,204919,228881,218730,166492,125343,96012,78448,62462,49628,35077,21610,13412,13419,227500,231414,210525,195256,199809,208852,194366,156842,136703,115519,101586,80166,65903,48817,32943,23579,31122
"MPU",2018,227648,7090,52699,27484,10116,6766,30562,12819,26209,7904,25579,20420,32849,233485,235261,219571,192756,202259,227203,225660,177915,130070,100493,79365,64407,50407,36694,22495,13771,13810,229111,231664,217853,193066,196967,208467,200542,164216,138115,118908,103221,83590,67256,51283,34516,23966,31943
"MPU",2019,226741,6583,52362,27314,9900,6556,30412,12687,26649,7969,25900,20409,32480,235459,234815,225726,193457,199715,224775,231703,189463,135504,105043,80460,66384,51077,38232,23525,14077,14212,231177,230987,224004,193178,194788,206550,206382,171911,139761,122378,104665,87153,68176,53960,36180,24528,32780
"LIM",2002,165606,3720,53698,4538,4068,4414,21827,6668,18194,5987,27254,15239,11854,297726,355276,382850,336231,219501,152541,124893,108861,91377,80169,67613,51104,44373,34020,27498,17731,15089,295362,352900,381853,332566,242719,202600,175157,167290,142101,124670,102355,76445,65924,62316,58421,39980,42820
"LIM",2003,168993,3796,55182,4468,4770,3854,21320,6961,19230,6312,27582,15518,12646,291964,342100,380527,339951,233819,156989,129151,109639,93510,80297,68906,52482,43529,34662,26504,18666,15502,288616,339350,378275,337788,249541,202811,178888,165955,145512,125711,105265,79854,64846,61781,56947,42806,43474
"LIM",2004,174073,3800,56068,4692,5080,4014,22412,7134,20197,6413,27954,16308,13293,291315,329487,375939,347851,244158,161971,132894,110715,95517,80339,69870,54136,42732,35459,25532,19276,15858,286317,326805,372273,346426,254264,201548,183597,164184,148712,125840,108309,83383,64417,61311,55520,44899,43911
"LIM",2005,180986,4689,55594,4894,5347,4482,23969,7299,21955,6664,29101,16993,13795,295028,316730,369928,358214,250264,168174,136525,112210,97206,80660,70536,55798,42333,35859,25051,19350,16309,287881,314374,365215,356068,257546,200268,187981,162882,151419,126300,110854,86919,64915,60572,54415,46070,44174
"LIM",2006,188807,4366,55667,5231,5600,5083,25735,7713,24424,7099,30078,17811,14980,301364,305206,363032,365052,257319,175637,139040,114776,98582,81491,70914,57382,42586,35684,25044,18843,16912,291783,303085,357809,361440,262674,200227,190938,162904,152984,127482,112752,90188,66538,59474,53621,46128,44421
"LIM",2007,196860,4521,56511,5573,5864,5789,26849,8226,25921,7491,31349,18766,16402,312301,296048,351516,358275,271492,186927,143138,118206,99713,82695,71100,59013,43310,35211,25405,18253,17530,300397,293181,345832,354640,273417,207089,192231,164407,153002,130357,114157,93486,69191,58366,53220,45034,46394
"LIM",2008,200230,5456,53908,5747,5717,6561,27418,8631,26618,7794,32921,19458,16341,324216,290680,338582,351530,282454,198457,148159,122169,100733,84538,71311,60259,44578,34585,25896,17696,18126,311141,286539,332718,347307,282927,213679,192016,168744,152212,133721,115490,96560,72482,57532,53079,44125,48287
"LIM",2009,197051,5476,51078,5102,5472,6908,27291,8433,27054,7608,33890,18739,16108,332573,290006,326115,347058,289586,209008,154092,126525,102220,86536,71619,61284,46095,34069,26339,17183,18678,319477,283985,320560,341431,289449,219342,192687,174111,151431,137270,116233,99919,75979,57322,52785,43505,50029
"LIM",2010,202196,5377,53529,5417,5701,6985,28281,8522,27274,7602,34478,19031,18079,338712,293271,313931,345986,291815,217732,160604,131315,104214,88414,72213,62183,47789,34086,26612,17081,19282,326146,285175,308634,338448,291429,223443,194343,179077,151401,140559,117354,102967,79698,58106,52315,43417,51889
"LIM",2011,207066,5310,52970,5497,5751,7025,29198,8759,28227,7716,36728,19887,18653,342033,298495,303716,345788,289118,225840,168772,135816,107619,90305,73361,62866,49420,34591,26471,17272,19869,330572,288926,298320,336519,288408,227241,197655,183369,152769,142939,119212,105437,83258,59906,51502,43643,53787
"LIM",2012,209175,5337,52215,5561,5759,7229,30095,8834,28785,7875,37440,20044,18352,346473,307021,294962,330043,293379,237155,179314,140013,112046,92101,74916,63370,50980,35403,26175,17644,20104,335153,296101,288489,321345,290842,236889,202161,186780,155838,143973,122614,107337,86770,62673,50530,44150,55226
"LIM",2013,214742,5594,55034,5578,5699,7506,30280,8932,29170,8066,38440,20443,18693,349003,317661,290700,312673,295070,245961,190801,145156,116736,93735,76936,63886,52241,36659,25871,18063,20364,337909,306099,282522,304802,290405,245856,207518,187878,161068,144092,126363,109130,90188,66135,49953,44788,56851
"LIM",2014,217096,5958,54396,5705,5687,7682,30652,9265,29778,8178,39273,20522,19755,349815,326988,290047,300387,291851,253247,201698,151414,121357,95665,79005,64417,53301,38075,25739,18401,20601,338608,315403,280014,292824,285528,252446,214139,188885,166893,144055,130116,110163,93806,69649,50112,44976,58461
"LIM",2015,221016,5982,56520,5635,5550,7754,31065,9567,30429,8218,39580,20717,19864,348751,335661,292448,293369,284420,257851,211138,159223,126468,98068,81041,65224,54181,39481,25917,18477,20959,337873,324120,280871,285170,277339,255160,221594,190791,172211,144479,133514,111441,96984,73165,51208,44578,60180
"LIM",2016,219983,5494,54797,5681,5430,7842,31378,9666,30886,8319,39948,20541,19650,348199,341451,297901,290335,275392,256901,220121,168982,131378,101623,82966,66434,54876,40849,26472,18229,21441,337552,330222,285337,280767,268044,251977,229224,195068,176912,146156,136022,113392,99570,76610,53263,43553,62040
"LIM",2017,224585,6608,57476,5696,5431,7821,31474,9752,31239,8399,39979,20711,19353,347852,344724,305951,277583,269821,259054,230271,178782,136177,106123,84840,67863,55383,42100,27183,18001,21673,337475,332766,292184,267821,261845,255030,235430,200513,180289,149138,137174,116709,101394,79982,55877,42812,63255
"LIM",2018,225862,6493,57573,5713,5470,7771,31621,9882,31634,8446,40386,20872,20617,344745,347341,317151,268585,260590,258832,238416,189849,141733,110809,86586,69687,55865,43124,28125,17965,21951,334383,334940,302531,257930,252129,255187,242182,206792,181683,154173,137395,120232,102994,83148,58768,42872,64588
"LIM",2019,225417,6042,57082,5673,5359,7539,31552,9747,32188,8506,40863,20866,20654,340626,349044,326621,267079,249874,255603,245229,201109,148071,115433,88615,71632,56346,44051,29147,18145,22246,330518,336445,311593,254592,241430,250862,249486,213356,182798,159655,137373,123746,103935,86532,61701,43738,65952
